year,month,day,air_temp,rain,water_temp,water_fowl,date
2016,07,22,20,No,15,10,2016-07-22
2016,07,22,20,No,16,85,2016-07-22
2016,07,22,20,No,18,45,2016-07-22
2016,07,22,20,No,20,20,2016-07-22
2016,07,22,20,No,12,2,2016-07-22
2016,07,22,20,No,12,8,2016-07-22
2016,07,22,20,No,12,56,2016-07-22
2016,08,14,22,Yes,17,65,2016-08-14
2016,08,14,22,Yes,22,26,2016-08-14
2016,08,14,22,Yes,21,20,2016-08-14
2016,08,14,22,Yes,18,10,2016-08-14
2016,08,14,22,Yes,20,20,2016-08-14
2016,08,14,22,Yes,24,25,2016-08-14
2016,08,14,22,Yes,27,40,2016-08-14
2016,08,14,22,Yes,18,27,2016-08-14
2016,08,14,22,Yes,17,24,2016-08-14
2016,08,27,19,No,19,8,2016-08-27
2016,08,27,19,No,20,42,2016-08-27
2016,08,27,19,No,20,55,2016-08-27
2016,08,27,19,No,20,20,2016-08-27
2016,08,27,19,No,20,35,2016-08-27
2016,08,27,19,No,22,50,2016-08-27
2016,08,27,19,No,24,85,2016-08-27
2016,08,27,19,No,18,30,2016-08-27
2016,08,27,19,No,17,15,2016-08-27
2016,08,27,19,No,18,20,2016-08-27
2016,09,01,17,No,20,30,2016-09-01
2016,09,01,17,No,20,80,2016-09-01
2016,09,01,17,No,18,12,2016-09-01
2016,09,01,17,No,18,9,2016-09-01
2016,09,01,17,No,20,13,2016-09-01
2016,09,01,17,No,20,35,2016-09-01
2016,09,01,17,No,22,17,2016-09-01
2016,09,01,17,No,18,15,2016-09-01
2016,09,01,17,No,18,2,2016-09-01
2016,09,01,17,No,16,25,2016-09-01
2017,05,26,13,Yes,6,7,2017-05-26
2017,05,26,13,Yes,6,15,2017-05-26
2017,05,26,13,Yes,8,8,2017-05-26
2017,05,26,13,Yes,10,7,2017-05-26
2017,05,26,13,Yes,10,3,2017-05-26
2017,05,26,13,Yes,10,2,2017-05-26
2017,05,27,13,Yes,7,6,2017-05-27
2017,05,27,13,Yes,8,30,2017-05-27
2017,05,27,13,Yes,10,1,2017-05-27
2017,05,27,13,Yes,10,4,2017-05-27
2017,05,27,13,Yes,10,17,2017-05-27
2017,05,27,13,Yes,8,5,2017-05-27
2017,05,27,13,Yes,8,3,2017-05-27
2017,05,29,16,No,10,7,2017-05-29
2016,08,18,21,No,19,20,2016-08-18
2016,08,18,21,No,20,60,2016-08-18
2016,08,18,21,No,18,16,2016-08-18
2016,08,18,21,No,18,18,2016-08-18
2016,08,18,21,No,18,23,2016-08-18
2016,08,18,21,No,20,19,2016-08-18
2016,08,18,21,No,20,74,2016-08-18
2016,08,18,21,No,20,8,2016-08-18
2016,08,18,21,No,20,15,2016-08-18
2016,08,18,21,No,20,16,2016-08-18
2016,08,20,21,No,20,10,2016-08-20
2016,08,20,21,No,18,73,2016-08-20
2016,08,20,21,No,18,16,2016-08-20
2016,08,20,21,No,18,18,2016-08-20
2016,08,20,21,No,18,24,2016-08-20
2016,08,20,21,No,20,19,2016-08-20
2016,08,20,21,No,22,18,2016-08-20
2016,08,20,21,No,25,1,2016-08-20
2016,08,20,21,No,23,30,2016-08-20
2016,08,25,22,Yes,17,5,2016-08-25
2016,08,25,22,Yes,18,30,2016-08-25
2016,08,25,22,Yes,18,85,2016-08-25
2016,08,25,22,Yes,19,20,2016-08-25
2016,08,25,22,Yes,21,50,2016-08-25
2016,08,25,22,Yes,21,100,2016-08-25
2016,08,25,22,Yes,18,12,2016-08-25
2016,08,25,22,Yes,18,7,2016-08-25
2016,08,25,22,Yes,18,40,2016-08-25
2016,08,26,21,Yes,19,42,2016-08-26
2016,08,26,21,Yes,20,16,2016-08-26
2016,08,26,21,Yes,20,45,2016-08-26
2016,08,26,21,Yes,20,5,2016-08-26
2016,08,26,21,Yes,25,65,2016-08-26
2016,08,26,21,Yes,18,21,2016-08-26
2016,08,26,21,Yes,18,7,2016-08-26
2016,08,26,21,Yes,16,12,2016-08-26
2016,08,31,22,No,17,5,2016-08-31
2016,08,31,22,No,18,35,2016-08-31
2016,08,31,22,No,18,12,2016-08-31
2016,08,31,22,No,18,11,2016-08-31
2016,08,31,22,No,18,10,2016-08-31
2016,08,31,22,No,18,13,2016-08-31
2016,08,31,22,No,20,14,2016-08-31
2016,08,31,22,No,18,3,2016-08-31
2016,08,31,22,No,18,20,2016-08-31
2016,08,31,22,No,18,50,2016-08-31
2017,05,25,13,Yes,6,15,2017-05-25
2017,05,29,16,No,10,50,2017-05-29
2017,05,29,16,No,12,12,2017-05-29
2017,05,29,16,No,10,1,2017-05-29
2017,05,29,17,No,10,2,2017-05-29
2017,05,29,17,No,11,5,2017-05-29
2017,05,29,17,No,11,2,2017-05-29
2017,06,01,12,Yes,6,10,2017-06-01
2017,06,01,12,Yes,7,42,2017-06-01
2017,06,01,12,Yes,11,2,2017-06-01
2017,06,01,12,Yes,12,35,2017-06-01
2017,06,01,12,Yes,6,3,2017-06-01
2017,06,01,12,Yes,5,6,2017-06-01
2017,06,01,12,Yes,8,48,2017-06-01
2017,06,02,11,No,11,2,2017-06-02
2017,06,02,11,No,11,4,2017-06-02
2017,06,02,11,No,11,1,2017-06-02
2017,06,02,11,No,12,27,2017-06-02
2017,06,02,11,No,8,5,2017-06-02
2017,06,02,11,No,8,12,2017-06-02
2017,06,03,13,No,8,11,2017-06-03
2017,06,03,13,No,7,35,2017-06-03
2017,06,03,13,No,12,1,2017-06-03
2017,06,03,13,No,14.5,13,2017-06-03
2017,06,03,13,No,8,15,2017-06-03
2016,07,06,19,No,13,31,2016-07-06
2016,07,06,19,No,14,24,2016-07-06
2016,07,06,19,No,12,56,2016-07-06
2016,07,06,19,No,13,23,2016-07-06
2016,07,06,19,No,13,36,2016-07-06
2016,07,06,19,No,14,18,2016-07-06
2016,07,06,19,No,16,42,2016-07-06
2016,07,06,19,No,12,27,2016-07-06
2016,07,06,19,No,12,13,2016-07-06
2016,07,06,19,No,12,10,2016-07-06
2016,07,14,21,Yes,17,18,2016-07-14
2016,07,14,21,Yes,18,27,2016-07-14
2016,07,14,21,Yes,19,75,2016-07-14
2016,07,14,21,Yes,19,24,2016-07-14
2016,07,14,21,Yes,20,12,2016-07-14
2016,07,14,21,Yes,19,2,2016-07-14
2016,07,14,21,Yes,19,5,2016-07-14
2016,07,14,21,Yes,20,7,2016-07-14
2016,07,21,19,No,15,12,2016-07-21
2016,07,21,19,No,12,135,2016-07-21
2016,07,21,19,No,15,56,2016-07-21
2016,07,21,19,No,16,1,2016-07-21
2016,07,21,19,No,16,14,2016-07-21
2016,07,21,19,No,17,27,2016-07-21
2016,07,21,19,No,18,12,2016-07-21
2016,07,21,19,No,15,25,2016-07-21
2016,07,21,19,No,15,34,2016-07-21
2016,07,21,19,No,14,6,2016-07-21
2016,07,30,19,No,18,132,2016-07-30
2016,07,30,19,No,17,87,2016-07-30
2016,07,30,19,No,14,15,2016-07-30
2016,07,30,19,No,16,25,2016-07-30
2016,07,30,19,No,16,10,2016-07-30
2016,07,30,19,No,18,15,2016-07-30
2016,07,30,19,No,18,45,2016-07-30
2016,07,30,19,No,18,80,2016-07-30
2016,08,01,21,No,18,30,2016-08-01
2016,08,01,21,No,18,39,2016-08-01
2016,08,01,21,No,17,18,2016-08-01
2016,08,01,21,No,17,16,2016-08-01
2016,08,01,21,No,17,23,2016-08-01
2016,08,01,21,No,17,31,2016-08-01
2016,08,01,21,No,18,28,2016-08-01
2016,08,01,21,No,15,7,2016-08-01
2016,08,01,21,No,15,40,2016-08-01
2016,08,01,21,No,18,18,2016-08-01
2016,08,02,20,No,20,15,2016-08-02
2016,08,02,20,No,20,45,2016-08-02
2016,08,02,20,No,18,19,2016-08-02
2016,08,02,20,No,19,35,2016-08-02
2016,08,02,20,No,20,72,2016-08-02
2016,08,02,20,No,18,5,2016-08-02
2016,08,02,20,No,18,12,2016-08-02
2016,08,02,20,No,18,12,2016-08-02
2016,08,02,20,No,17,48,2016-08-02
2016,08,02,20,No,20,100,2016-08-02
2016,08,06,20,No,20,30,2016-08-06
2016,08,06,20,No,20,75,2016-08-06
2016,08,06,20,No,19,63,2016-08-06
2016,08,06,20,No,29,12,2016-08-06
2016,08,06,20,No,20,35,2016-08-06
2016,08,06,20,No,21,92,2016-08-06
2016,08,06,20,No,18,3,2016-08-06
2016,08,06,20,No,18,15,2016-08-06
2016,08,06,20,No,20,4,2016-08-06
2016,08,07,19,No,18,25,2016-08-07
2016,08,07,19,No,20,60,2016-08-07
2016,08,07,19,No,17,18,2016-08-07
2016,08,07,19,No,18,16,2016-08-07
2016,08,07,19,No,18,23,2016-08-07
2016,08,07,19,No,18,16,2016-08-07
2016,08,07,19,No,20,17,2016-08-07
2016,08,07,19,No,20,2,2016-08-07
2016,08,07,19,No,20,27,2016-08-07
2016,08,13,24,Yes,20,13,2016-08-13
2016,08,13,24,Yes,22,140,2016-08-13
2016,08,13,24,Yes,20,40,2016-08-13
2016,08,13,24,Yes,21,32,2016-08-13
2016,08,13,24,Yes,21,10,2016-08-13
2016,08,13,24,Yes,21,25,2016-08-13
2016,08,13,24,Yes,20,30,2016-08-13
2016,08,15,20,No,17,35,2016-08-15
2016,08,15,20,No,18,90,2016-08-15
2016,08,15,20,No,19,16,2016-08-15
2016,08,15,20,No,19,18,2016-08-15
2016,08,15,20,No,19,23,2016-08-15
2016,08,15,20,No,20,17,2016-08-15
2016,08,15,20,No,22,28,2016-08-15
2016,08,15,20,No,16,2,2016-08-15
2016,08,15,20,No,16,7,2016-08-15
2016,08,22,15,Yes,19,31,2016-08-22
2016,08,22,15,Yes,19,27,2016-08-22
2016,08,22,15,Yes,21,20,2016-08-22
2016,08,22,15,Yes,21,100,2016-08-22
2016,08,22,15,Yes,23,45,2016-08-22
2016,08,22,15,Yes,24,65,2016-08-22
2016,08,22,15,Yes,16,14,2016-08-22
2016,07,12,20,No,15,11,2016-07-12
2016,07,12,20,No,16,30,2016-07-12
2016,07,12,20,No,16,16,2016-07-12
2016,07,12,20,No,16,18,2016-07-12
2016,07,12,20,No,14,23,2016-07-12
2016,07,12,20,No,16,16,2016-07-12
2016,07,12,20,No,16,12,2016-07-12
2016,07,12,20,No,20,2,2016-07-12
2016,07,12,20,No,18,12,2016-07-12
2016,07,12,20,No,18,17,2016-07-12
2016,07,13,21,No,19,45,2016-07-13
2016,07,13,21,No,20,70,2016-07-13
2016,07,13,21,No,18,5,2016-07-13
2016,07,13,21,No,18,5,2016-07-13
2016,07,13,21,No,18,15,2016-07-13
2016,07,13,21,No,20,7,2016-07-13
2016,07,13,21,No,20,40,2016-07-13
2016,07,27,19,No,18,40,2016-07-27
2016,07,27,19,No,16,16,2016-07-27
2016,07,27,19,No,16,18,2016-07-27
2016,07,27,19,No,16,23,2016-07-27
2016,07,27,19,No,17,12,2016-07-27
2016,07,27,19,No,17,13,2016-07-27
2016,07,27,19,No,18,2,2016-07-27
2016,07,27,19,No,19,5,2016-07-27
2016,07,27,19,No,16,35,2016-07-27
2016,09,02,16,No,18,35,2016-09-02
2016,09,02,16,No,18,45,2016-09-02
2016,09,02,16,No,18,50,2016-09-02
2016,09,02,16,No,18,30,2016-09-02
2016,09,02,16,No,21,75,2016-09-02
2016,09,02,16,No,22,100,2016-09-02
2016,09,02,16,No,18,13,2016-09-02
2017,05,28,11,No,10,3,2017-05-28
2017,05,28,11,No,11,30,2017-05-28
2017,05,28,11,No,11,2,2017-05-28
2017,05,28,11,No,11,11,2017-05-28
2017,05,28,11,No,8,3,2017-05-28
2017,05,28,11,No,8,7,2017-05-28
2017,06,03,13,No,9,30,2017-06-03
2017,06,04,13,No,9,16,2017-06-04
2017,06,04,13,No,9,32,2017-06-04
2017,06,04,13,No,11,2,2017-06-04
2017,06,04,13,No,11,3,2017-06-04
2017,06,04,13,No,12,14,2017-06-04
2017,06,04,13,No,12,7,2017-06-04
2017,06,05,13,Yes,10,64,2017-06-05
2017,06,05,13,Yes,9,35,2017-06-05
2017,06,05,13,Yes,11,9,2017-06-05
2017,06,05,13,Yes,10,5,2017-06-05
2017,06,05,13,Yes,10,15,2017-06-05
2017,06,06,14,Yes,9,13,2017-06-06
2017,06,06,14,Yes,9,42,2017-06-06
2017,06,06,14,Yes,11,6,2017-06-06
2017,06,06,14,Yes,11,2,2017-06-06
2017,06,06,14,Yes,11,4,2017-06-06
2017,06,06,14,Yes,10,7,2017-06-06
2017,06,06,14,Yes,11,5,2017-06-06
2017,06,07,12,Yes,9,15,2017-06-07
2017,06,07,12,Yes,9,47,2017-06-07
2017,06,07,12,Yes,11,8,2017-06-07
2017,06,07,12,Yes,12,4,2017-06-07
2017,06,08,13,No,10,12,2017-06-08
2017,06,08,13,No,11,30,2017-06-08
2017,06,08,13,No,11,1,2017-06-08
2017,06,08,13,No,11,2,2017-06-08
2017,06,08,13,No,11,18,2017-06-08
2017,06,08,13,No,10,10,2017-06-08
2016,07,10,19,Yes,12,15,2016-07-10
2016,07,10,19,Yes,14,45,2016-07-10
2016,07,10,19,Yes,14,18,2016-07-10
2016,07,10,19,Yes,16,30,2016-07-10
2016,07,10,19,Yes,15,18,2016-07-10
2016,07,10,19,Yes,15,20,2016-07-10
2016,07,10,19,No,16,16,2016-07-10
2016,07,10,19,No,14,12,2016-07-10
2016,07,10,19,No,15,62,2016-07-10
2016,07,10,19,No,16,8,2016-07-10
2016,07,15,20,Yes,16,8,2016-07-15
2016,07,15,20,Yes,18,17,2016-07-15
2016,07,15,20,Yes,16,16,2016-07-15
2016,07,15,20,Yes,16,18,2016-07-15
2016,07,15,20,Yes,16,23,2016-07-15
2016,07,15,20,Yes,17,16,2016-07-15
2016,07,15,20,Yes,18,27,2016-07-15
2016,07,15,20,Yes,15,11,2016-07-15
2016,07,15,20,Yes,13,47,2016-07-15
2016,07,16,16,No,9,15,2016-07-16
2016,07,16,16,No,14,25,2016-07-16
2016,07,16,16,No,10,60,2016-07-16
2016,07,16,16,No,12,50,2016-07-16
2016,07,16,16,No,12,49,2016-07-16
2016,07,16,16,No,16,16,2016-07-16
2016,07,16,16,No,18,18,2016-07-16
2016,07,16,16,No,10,12,2016-07-16
2016,07,16,16,No,10,54,2016-07-16
2016,07,16,16,No,11,14,2016-07-16
2016,07,18,19,No,13,21,2016-07-18
2016,07,18,19,No,14,39,2016-07-18
2016,07,18,19,No,16,67,2016-07-18
2016,07,18,19,No,16,22,2016-07-18
2016,07,18,19,No,15,9,2016-07-18
2016,07,18,19,No,16,21,2016-07-18
2016,07,18,19,No,17,19,2016-07-18
2016,07,18,19,No,16,2,2016-07-18
2016,07,18,19,No,16,16,2016-07-18
2016,07,18,19,No,12,13,2016-07-18
2016,07,19,16,No,9,30,2016-07-19
2016,07,19,16,No,9,80,2016-07-19
2016,07,19,16,No,12,16,2016-07-19
2016,07,19,16,No,14,18,2016-07-19
2016,07,19,16,No,15,26,2016-07-19
2016,07,19,16,No,16,31,2016-07-19
2016,07,19,16,No,19,19,2016-07-19
2016,07,19,16,No,9,25,2016-07-19
2016,07,19,16,No,10,16,2016-07-19
2016,07,23,24,No,9,40,2016-07-23
2016,07,23,24,No,13,82,2016-07-23
2016,07,23,24,No,16,7,2016-07-23
2016,07,23,24,No,16,25,2016-07-23
2016,07,23,24,No,17,13,2016-07-23
2016,07,23,24,No,18,52,2016-07-23
2016,07,23,24,No,18,12,2016-07-23
2016,07,23,24,No,10,20,2016-07-23
2016,07,23,24,No,10,8,2016-07-23
2016,07,24,21,No,13,8,2016-07-24
2016,07,24,21,No,14,120,2016-07-24
2016,07,24,21,No,16,28,2016-07-24
2016,07,24,21,No,17,19,2016-07-24
2016,07,24,21,No,18,7,2016-07-24
2016,07,24,21,No,19,25,2016-07-24
2016,07,24,21,No,15,100,2016-07-24
2016,07,24,21,No,14,24,2016-07-24
2016,07,31,21,Yes,18,26,2016-07-31
2016,07,31,21,Yes,18,17,2016-07-31
2016,07,31,21,Yes,16,100,2016-07-31
2016,07,31,21,Yes,16,15,2016-07-31
2016,07,31,21,Yes,17,25,2016-07-31
2016,07,31,21,Yes,17,7,2016-07-31
2016,07,31,21,Yes,18,33,2016-07-31
2016,07,31,21,Yes,20,4,2016-07-31
2016,07,31,21,Yes,20,10,2016-07-31
2016,07,31,21,Yes,18,16,2016-07-31
2016,08,08,21,No,20,4,2016-08-08
2016,08,08,21,No,19,18,2016-08-08
2016,08,08,21,No,19,110,2016-08-08
2016,08,08,21,No,20,70,2016-08-08
2016,08,08,21,No,21,12,2016-08-08
2016,08,08,21,No,22,35,2016-08-08
2016,08,08,21,No,19,8,2016-08-08
2016,08,08,21,No,18,15,2016-08-08
2016,08,09,22,No,20,15,2016-08-09
2016,08,09,22,No,21,20,2016-08-09
2016,08,09,22,No,21,20,2016-08-09
2016,08,09,22,No,22,35,2016-08-09
2016,08,09,22,No,21,15,2016-08-09
2016,08,09,22,No,22,20,2016-08-09
2016,08,09,22,No,26,55,2016-08-09
2016,08,09,22,No,20,7,2016-08-09
2016,08,09,22,No,20,15,2016-08-09
2016,08,09,22,No,18,12,2016-08-09
2016,08,21,23,Yes,27,25,2016-08-21
2016,08,21,23,Yes,22,25,2016-08-21
2016,08,21,23,Yes,23,40,2016-08-21
2016,08,21,23,Yes,24,65,2016-08-21
2016,08,21,23,Yes,25,35,2016-08-21
2016,08,21,23,Yes,26,25,2016-08-21
2016,08,21,23,Yes,20,3,2016-08-21
2017,06,13,22,No,10,8,2017-06-13
2017,06,13,22,No,13,100,2017-06-13
2017,06,13,22,No,15,26,2017-06-13
2017,06,13,22,No,7,1,2017-06-13
2017,06,13,22,No,8,9,2017-06-13
2017,06,22,16,Yes,11,4,2017-06-22
2017,06,22,16,Yes,12,25,2017-06-22
2017,06,22,16,Yes,13,2,2017-06-22
2017,06,22,16,Yes,15,1,2017-06-22
2017,06,22,16,Yes,17,17,2017-06-22
2017,06,22,16,Yes,7,11,2017-06-22
2017,06,22,16,Yes,9,3,2017-06-22
2017,07,03,14,No,7,10,2017-07-03
2017,07,03,14,No,9,37,2017-07-03
2017,07,03,14,No,11,6,2017-07-03
2017,07,03,14,No,13,3,2017-07-03
2017,07,03,14,No,13,2,2017-07-03
2017,07,03,14,No,15,14,2017-07-03
2017,07,16,19,No,14,12,2017-07-16
2017,07,16,19,No,15,67,2017-07-16
2017,07,16,19,No,16,83,2017-07-16
2017,07,16,19,No,16,2,2017-07-16
2017,07,16,19,No,16,10,2017-07-16
2017,08,08,16,Yes,10,2,2017-08-08
2017,08,08,16,Yes,14,70,2017-08-08
2017,08,08,16,Yes,12,6,2017-08-08
2017,08,08,16,Yes,14,12,2017-08-08
2017,08,08,16,Yes,16,4,2017-08-08
2017,08,08,16,Yes,18,16,2017-08-08
2017,08,08,16,Yes,7,5,2017-08-08
2017,08,08,16,Yes,7,3,2017-08-08
2017,08,08,16,Yes,6,7,2017-08-08
2017,08,11,20,No,10,30,2017-08-11
2017,08,11,20,No,12,40,2017-08-11
2017,08,11,20,No,12,3,2017-08-11
2017,08,11,20,No,13,1,2017-08-11
2017,08,11,20,No,14,5,2017-08-11
2017,08,11,20,No,14,6,2017-08-11
2017,08,11,20,No,14,54,2017-08-11
2017,08,11,20,No,14,12,2017-08-11
2017,08,11,20,No,14,36,2017-08-11
2017,08,14,17,No,12,15,2017-08-14
2017,08,14,17,No,14,7,2017-08-14
2017,08,14,17,No,13,1,2017-08-14
2017,08,14,17,No,13,4,2017-08-14
2017,08,14,17,No,17,1,2017-08-14
2017,08,14,17,No,20,19,2017-08-14
2017,08,14,17,No,15,55,2017-08-14
2017,08,14,17,No,15,78,2017-08-14
2017,08,14,17,No,11,63,2017-08-14
2017,08,16,19,Yes,10,10,2017-08-16
2017,08,16,19,Yes,10,40,2017-08-16
2017,08,16,19,Yes,12,6,2017-08-16
2017,08,16,19,Yes,16,3,2017-08-16
2017,08,16,19,Yes,17,13,2017-08-16
2017,08,16,19,Yes,15,4,2017-08-16
2017,08,16,19,Yes,15,128,2017-08-16
2017,08,16,19,Yes,16,10,2017-08-16
2017,08,16,19,Yes,17,28,2017-08-16
2017,08,16,19,Yes,13,37,2017-08-16
2017,08,17,19,No,12,20,2017-08-17
2017,08,17,19,No,14,60,2017-08-17
2017,08,17,19,No,14,11,2017-08-17
2017,08,17,19,No,15,2,2017-08-17
2017,08,17,19,No,13,27,2017-08-17
2017,08,17,19,No,18,6,2017-08-17
2017,08,17,19,No,10,3,2017-08-17
2017,08,17,19,No,16,20,2017-08-17
2017,08,19,19,No,19,6,2017-08-19
2017,08,19,19,No,18,70,2017-08-19
2017,08,19,19,No,18,6,2017-08-19
2017,08,19,19,No,17,7,2017-08-19
2017,08,19,19,No,20,16,2017-08-19
2017,08,19,19,No,19,8,2017-08-19
2017,08,19,19,No,20,22,2017-08-19
2017,08,19,19,No,16,5,2017-08-19
2017,08,23,16,Yes,10,25,2017-08-23
2017,08,23,16,Yes,13,40,2017-08-23
2017,08,23,16,Yes,16,6,2017-08-23
2017,08,23,16,Yes,17,14,2017-08-23
2017,08,23,16,Yes,18,3,2017-08-23
2017,08,23,16,Yes,20,2,2017-08-23
2017,08,23,16,Yes,22,35,2017-08-23
2017,08,23,16,Yes,6,8,2017-08-23
2017,08,23,16,Yes,7,23,2017-08-23
2017,08,23,16,Yes,3,105,2017-08-23
2017,06,08,13,No,10,30,2017-06-08
2017,06,08,13,No,11,30,2017-06-08
2017,06,17,18,Yes,13,25,2017-06-17
2017,06,17,18,Yes,13,40,2017-06-17
2017,06,17,18,Yes,16,2,2017-06-17
2017,06,17,18,Yes,16,78,2017-06-17
2017,06,17,18,Yes,12,5,2017-06-17
2017,06,17,18,Yes,12,12,2017-06-17
2017,06,18,21,No,15,15,2017-06-18
2017,06,18,21,No,12,35,2017-06-18
2017,06,18,21,No,13,4,2017-06-18
2017,06,18,21,No,13,2,2017-06-18
2017,06,18,21,No,14,46,2017-06-18
2017,06,18,21,No,12,1,2017-06-18
2017,06,18,21,No,12,4,2017-06-18
2017,06,18,21,No,16,3,2017-06-18
2017,06,19,18,Yes,12,10,2017-06-19
2017,06,19,18,Yes,15,50,2017-06-19
2017,06,19,18,Yes,15,4,2017-06-19
2017,06,19,18,Yes,12,23,2017-06-19
2017,06,23,19,Yes,11,25,2017-06-23
2017,06,23,19,Yes,13,45,2017-06-23
2017,06,23,19,Yes,15,14,2017-06-23
2017,06,23,19,Yes,11,20,2017-06-23
2017,06,24,18,Yes,11,30,2017-06-24
2017,06,24,18,Yes,13,50,2017-06-24
2017,06,24,18,Yes,12,4,2017-06-24
2017,06,24,18,Yes,13,3,2017-06-24
2017,06,24,18,Yes,14,62,2017-06-24
2017,06,24,18,Yes,10,5,2017-06-24
2017,06,24,18,Yes,9,17,2017-06-24
2017,07,04,16,No,7,12,2017-07-04
2017,07,04,16,No,12,30,2017-07-04
2017,07,04,16,No,14,1,2017-07-04
2017,07,04,16,No,15,7,2017-07-04
2017,07,04,16,No,16,21,2017-07-04
2017,07,04,16,No,12,2,2017-07-04
2017,07,04,16,No,12,17,2017-07-04
2017,07,04,16,No,10,1,2017-07-04
2017,07,05,18,No,11,8,2017-07-05
2017,07,05,18,No,15,52,2017-07-05
2017,07,05,18,No,15,2,2017-07-05
2017,07,05,18,No,13,3,2017-07-05
2017,07,05,18,No,14,11,2017-07-05
2017,07,05,18,No,16,6,2017-07-05
2017,07,05,18,No,17,12,2017-07-05
2017,07,05,18,No,12,15,2017-07-05
2017,07,05,18,No,12,70,2017-07-05
2017,07,05,18,No,11,54,2017-07-05
2017,07,12,21,No,14,15,2017-07-12
2017,07,12,21,No,16,40,2017-07-12
2017,07,12,21,No,14,123,2017-07-12
2017,07,12,21,No,14,65,2017-07-12
2017,07,12,21,No,15,3,2017-07-12
2017,07,12,21,No,16,47,2017-07-12
2017,07,12,21,No,14,35,2017-07-12
2017,07,12,21,No,13,20,2017-07-12
2017,07,12,21,No,14,10,2017-07-12
2017,07,14,18,Yes,18,40,2017-07-14
2017,07,14,18,Yes,18,55,2017-07-14
2017,07,14,18,Yes,11,78,2017-07-14
2017,07,14,18,Yes,16,14,2017-07-14
2017,07,14,18,Yes,17,10,2017-07-14
2017,07,25,18,Yes,24,2,2017-07-25
2017,07,25,18,Yes,17,19,2017-07-25
2017,07,25,18,Yes,17,6,2017-07-25
2017,07,25,18,Yes,18,4,2017-07-25
2017,07,25,18,Yes,20,33,2017-07-25
2017,07,25,18,Yes,21,3,2017-07-25
2017,07,25,18,Yes,18,5,2017-07-25
2017,07,26,18,No,24,4,2017-07-26
2017,07,26,18,No,18,3,2017-07-26
2017,07,26,18,No,18,6,2017-07-26
2017,06,16,16,No,13,80,2017-06-16
2017,06,16,16,No,13,4,2017-06-16
2017,06,16,16,No,12,6,2017-06-16
2017,06,16,16,No,12,1,2017-06-16
2017,06,16,16,No,12,5,2017-06-16
2017,06,16,16,No,12,7,2017-06-16
2017,06,21,13,Yes,10,5,2017-06-21
2017,06,21,13,Yes,10,20,2017-06-21
2017,06,21,13,Yes,12,3,2017-06-21
2017,06,21,13,Yes,12,17,2017-06-21
2017,06,21,13,Yes,16,21,2017-06-21
2017,06,21,13,Yes,10,5,2017-06-21
2017,06,21,13,Yes,10,15,2017-06-21
2017,06,21,13,Yes,8,20,2017-06-21
2017,06,29,16,No,10,8,2017-06-29
2017,06,29,16,No,14,50,2017-06-29
2017,06,29,16,No,8,1,2017-06-29
2017,06,29,16,No,14,1,2017-06-29
2017,06,29,16,No,15,61,2017-06-29
2017,06,29,16,No,8,11,2017-06-29
2017,06,30,17,Yes,7,35,2017-06-30
2017,06,30,17,Yes,9,10,2017-06-30
2017,06,30,17,Yes,9,25,2017-06-30
2017,06,30,17,Yes,8,6,2017-06-30
2017,07,06,18,No,20,8,2017-07-06
2017,07,06,18,No,18,50,2017-07-06
2017,07,06,18,No,14,2,2017-07-06
2017,07,06,18,No,15,21,2017-07-06
2017,07,06,18,No,16,12,2017-07-06
2017,07,06,18,No,13,2,2017-07-06
2017,07,06,18,No,13,30,2017-07-06
2017,07,06,18,No,16,50,2017-07-06
2017,07,07,19,No,16,30,2017-07-07
2017,07,07,19,No,18,55,2017-07-07
2017,07,07,19,No,11,2,2017-07-07
2017,07,07,19,No,11,14,2017-07-07
2017,07,07,19,No,12,11,2017-07-07
2017,07,07,19,No,13,30,2017-07-07
2017,07,07,18,No,13,30,2017-07-07
2017,07,07,18,No,16,5,2017-07-07
2017,07,07,18,No,16,20,2017-07-07
2017,07,07,18,No,18,6,2017-07-07
2017,07,23,22,Yes,18,17,2017-07-23
2017,07,23,22,Yes,18,45,2017-07-23
2017,07,23,22,Yes,18,42,2017-07-23
2017,07,23,22,Yes,17,2,2017-07-23
2017,07,23,22,Yes,17,7,2017-07-23
2017,07,23,22,Yes,20,20,2017-07-23
2017,07,26,18,No,18,62,2017-07-26
2017,07,26,18,No,18,62,2017-07-26
2017,07,26,18,No,21,7,2017-07-26
2017,07,26,18,No,21,12,2017-07-26
2017,07,27,20,Yes,25,10,2017-07-27
2017,07,27,20,Yes,20,2,2017-07-27
2017,07,27,20,Yes,21,8,2017-07-27
2017,07,27,20,Yes,22,78,2017-07-27
2017,07,27,20,Yes,21,23,2017-07-27
2017,07,29,20,No,18,4,2017-07-29
2017,07,29,20,No,17,100,2017-07-29
2017,07,29,20,No,21,1,2017-07-29
2017,07,29,20,No,21,9,2017-07-29
2017,07,29,20,No,21,67,2017-07-29
2017,07,29,20,No,20,27,2017-07-29
2017,07,29,20,No,20,7,2017-07-29
2017,07,30,21,No,20,17,2017-07-30
2017,07,30,21,No,20,50,2017-07-30
2017,07,30,21,No,16,2,2017-07-30
2017,07,30,21,No,17,17,2017-07-30
2017,07,30,21,No,17,4,2017-07-30
2017,07,30,21,No,18,16,2017-07-30
2017,07,30,21,No,21,5,2017-07-30
